timestamp,section_id,ch4_pct,co_ppm,co2_pct,air_velocity_ms,temperature_c,humidity_pct,dust_pm10_mg,is_anomaly,alert_msg
1716184240,SEC-UG-L2,0.09,6,0.38,2.38,24.3,85.8,98,0,NORMAL: Environmental telemetry within statutory parameters.
1716184360,SEC-UG-L1,0.33,8,0.24,2.04,32.2,75.6,41,0,NORMAL: Environmental telemetry within statutory parameters.
1716184480,SEC-UG-L2,0.1,6,0.08,1.35,24.2,79.4,35,0,NORMAL: Environmental telemetry within statutory parameters.
1716184600,SEC-CRUSHER,0.08,3,0.35,2.02,30.9,84.3,115,0,NORMAL: Environmental telemetry within statutory parameters.
1716184720,SEC-WORKSHOP-3,0.05,11,0.11,1.51,28.4,62.6,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716184840,SEC-PIT-A,0.07,11,0.17,1.57,31.4,62.4,66,0,NORMAL: Environmental telemetry within statutory parameters.
1716184960,SEC-MAGAZINE,0.13,7,0.21,2.6,31.4,65.5,105,0,NORMAL: Environmental telemetry within statutory parameters.
1716185080,SEC-UG-L3,0.54,13,0.33,2.7,24.0,80.5,39,0,NORMAL: Environmental telemetry within statutory parameters.
1716185200,SEC-PIT-A,0.12,5,0.08,2.76,34.8,86.7,70,0,NORMAL: Environmental telemetry within statutory parameters.
1716185320,SEC-HAUL-RD,0.13,8,0.09,2.45,29.0,85.1,90,0,NORMAL: Environmental telemetry within statutory parameters.
1716185440,SEC-CRUSHER,0.05,3,0.35,1.74,27.4,62.4,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716185560,SEC-PIT-B,0.14,6,0.38,0.8,30.2,62.8,92,0,NORMAL: Environmental telemetry within statutory parameters.
1716185680,SEC-HAUL-RD,0.14,7,0.31,1.93,31.1,70.3,101,0,NORMAL: Environmental telemetry within statutory parameters.
1716185800,SEC-MAGAZINE,0.09,11,0.14,2.13,30.1,75.9,83,0,NORMAL: Environmental telemetry within statutory parameters.
1716185920,SEC-HAUL-RD,0.08,10,0.32,2.07,29.0,75.6,104,0,NORMAL: Environmental telemetry within statutory parameters.
1716186040,SEC-HAUL-RD,0.1,10,0.31,0.97,28.3,76.6,38,0,NORMAL: Environmental telemetry within statutory parameters.
1716186160,SEC-UG-L1,0.47,21,0.22,1.7,30.8,63.5,123,0,NORMAL: Environmental telemetry within statutory parameters.
1716186280,SEC-PIT-B,0.14,8,0.22,3.11,30.6,83.3,101,0,NORMAL: Environmental telemetry within statutory parameters.
1716186400,SEC-UG-L1,0.19,5,0.25,0.81,28.2,63.9,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716186520,SEC-PIT-B,0.08,11,0.17,3.1,29.6,68.1,93,0,NORMAL: Environmental telemetry within statutory parameters.
1716186640,SEC-PIT-B,0.06,7,0.2,1.24,25.1,78.8,44,0,NORMAL: Environmental telemetry within statutory parameters.
1716186760,SEC-MAGAZINE,0.05,12,0.2,1.13,26.0,63.9,69,0,NORMAL: Environmental telemetry within statutory parameters.
1716186880,SEC-WORKSHOP-3,0.1,10,0.1,2.5,32.3,70.3,68,0,NORMAL: Environmental telemetry within statutory parameters.
1716187000,SEC-UG-L1,0.32,12,0.19,2.8,27.7,81.8,40,0,NORMAL: Environmental telemetry within statutory parameters.
1716187120,SEC-UG-L1,0.18,75,0.75,0.5,24.2,80.6,197,1,WARNING: Elevated Carbon Monoxide (75 ppm) detected. Probable spontaneous heating.
1716187240,SEC-PIT-B,0.06,8,0.2,3.08,26.0,83.2,93,0,NORMAL: Environmental telemetry within statutory parameters.
1716187360,SEC-UG-L3,0.28,8,0.23,3.01,27.8,80.2,113,0,NORMAL: Environmental telemetry within statutory parameters.
1716187480,SEC-UG-L3,1.76,35,0.77,1.74,25.9,67.3,86,1,CRITICAL: Methane concentration (1.76%) exceeded statutory limit (1.25%) in SEC-UG-L3.
1716187600,SEC-WORKSHOP-3,0.05,9,0.1,3.06,34.6,82.3,104,0,NORMAL: Environmental telemetry within statutory parameters.
1716187720,SEC-CHP,1.31,26,0.77,1.5,25.1,76.1,55,1,CRITICAL: Methane concentration (1.31%) exceeded statutory limit (1.25%) in SEC-CHP.
1716187840,SEC-PIT-A,0.13,4,0.37,2.38,26.1,62.3,75,0,NORMAL: Environmental telemetry within statutory parameters.
1716187960,SEC-PIT-A,0.07,10,0.1,2.17,24.5,72.9,60,0,NORMAL: Environmental telemetry within statutory parameters.
1716188080,SEC-CRUSHER,0.11,3,0.37,1.42,33.5,78.3,124,0,NORMAL: Environmental telemetry within statutory parameters.
1716188200,SEC-MAGAZINE,0.07,8,0.29,1.34,25.6,75.9,117,0,NORMAL: Environmental telemetry within statutory parameters.
1716188320,SEC-WORKSHOP-3,0.1,6,0.34,1.79,30.8,67.8,51,0,NORMAL: Environmental telemetry within statutory parameters.
1716188440,SEC-WORKSHOP-3,0.09,4,0.37,2.7,34.6,87.4,100,0,NORMAL: Environmental telemetry within statutory parameters.
1716188560,SEC-UG-L2,0.45,5,0.14,2.65,24.8,67.2,134,0,NORMAL: Environmental telemetry within statutory parameters.
1716188680,SEC-PIT-A,0.13,12,0.2,2.44,29.4,68.3,43,0,NORMAL: Environmental telemetry within statutory parameters.
1716188800,SEC-CHP,0.1,6,0.18,3.0,30.1,71.4,88,0,NORMAL: Environmental telemetry within statutory parameters.
1716188920,SEC-UG-L3,0.26,16,0.21,2.21,35.4,87.9,63,0,NORMAL: Environmental telemetry within statutory parameters.
1716189040,SEC-UG-L3,0.3,20,0.17,1.22,26.6,85.8,137,0,NORMAL: Environmental telemetry within statutory parameters.
1716189160,SEC-UG-L3,0.11,4,0.18,0.93,29.1,67.7,139,0,NORMAL: Environmental telemetry within statutory parameters.
1716189280,SEC-PIT-A,0.09,8,0.19,1.67,25.8,75.8,85,0,NORMAL: Environmental telemetry within statutory parameters.
1716189400,SEC-PIT-A,0.1,8,0.35,1.58,29.7,79.6,40,0,NORMAL: Environmental telemetry within statutory parameters.
1716189520,SEC-PIT-A,0.11,6,0.11,1.0,29.3,74.2,47,0,NORMAL: Environmental telemetry within statutory parameters.
1716189640,SEC-CRUSHER,0.15,3,0.12,2.73,34.8,79.1,125,0,NORMAL: Environmental telemetry within statutory parameters.
1716189760,SEC-PIT-A,0.06,3,0.2,2.29,27.6,85.8,64,0,NORMAL: Environmental telemetry within statutory parameters.
1716189880,SEC-UG-L3,0.08,8,0.38,2.94,25.6,72.3,120,0,NORMAL: Environmental telemetry within statutory parameters.
1716190000,SEC-CHP,0.14,8,0.34,0.94,33.9,81.3,55,0,NORMAL: Environmental telemetry within statutory parameters.
1716190120,SEC-PIT-A,1.6,20,0.75,1.09,29.1,84.9,106,1,CRITICAL: Methane concentration (1.6%) exceeded statutory limit (1.25%) in SEC-PIT-A.
1716190240,SEC-CHP,0.54,46,0.89,0.23,26.2,63.6,270,1,ALERT: Air velocity dropped to 0.23 m/s (Statutory Minimum: 0.5 m/s).
1716190360,SEC-HAUL-RD,0.14,12,0.28,2.35,31.7,83.2,64,0,NORMAL: Environmental telemetry within statutory parameters.
1716190480,SEC-PIT-A,0.19,11,0.39,2.55,26.3,85.1,486,1,ALERT: Airborne respirable dust concentration (486 mg/m³) exceeded DGMS permissible limits.
1716190600,SEC-PIT-B,0.61,21,1.2,0.15,31.0,87.2,219,1,ALERT: Air velocity dropped to 0.15 m/s (Statutory Minimum: 0.5 m/s).
1716190720,SEC-UG-L3,1.06,23,1.26,0.28,34.1,77.3,176,1,ALERT: Air velocity dropped to 0.28 m/s (Statutory Minimum: 0.5 m/s).
1716190840,SEC-UG-L1,0.22,10,0.35,2.45,25.7,70.1,78,0,NORMAL: Environmental telemetry within statutory parameters.
1716190960,SEC-PIT-B,0.39,5,0.29,1.8,34.8,85.4,699,1,ALERT: Airborne respirable dust concentration (699 mg/m³) exceeded DGMS permissible limits.
1716191080,SEC-MAGAZINE,0.32,20,0.18,2.56,35.5,74.0,603,1,ALERT: Airborne respirable dust concentration (603 mg/m³) exceeded DGMS permissible limits.
1716191200,SEC-UG-L1,0.53,9,0.25,1.49,32.0,87.6,109,0,NORMAL: Environmental telemetry within statutory parameters.
1716191320,SEC-UG-L2,0.25,17,0.33,2.69,27.8,66.1,651,1,ALERT: Airborne respirable dust concentration (651 mg/m³) exceeded DGMS permissible limits.
1716191440,SEC-CHP,0.05,6,0.38,1.55,34.3,65.1,51,0,NORMAL: Environmental telemetry within statutory parameters.
1716191560,SEC-PIT-B,0.07,12,0.1,1.25,32.1,64.2,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716191680,SEC-UG-L2,0.48,5,0.08,2.69,24.5,85.1,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716191800,SEC-CRUSHER,0.05,6,0.08,2.63,30.4,71.6,104,0,NORMAL: Environmental telemetry within statutory parameters.
1716191920,SEC-UG-L3,0.12,6,0.11,1.74,33.1,77.3,63,0,NORMAL: Environmental telemetry within statutory parameters.
1716192040,SEC-PIT-A,0.11,10,0.18,2.9,30.4,87.5,107,0,NORMAL: Environmental telemetry within statutory parameters.
1716192160,SEC-WORKSHOP-3,0.1,5,0.11,2.22,32.9,68.7,110,0,NORMAL: Environmental telemetry within statutory parameters.
1716192280,SEC-CRUSHER,0.35,63,0.96,1.65,29.3,69.9,86,1,WARNING: Elevated Carbon Monoxide (63 ppm) detected. Probable spontaneous heating.
1716192400,SEC-UG-L1,0.39,5,0.31,1.25,25.3,82.4,707,1,ALERT: Airborne respirable dust concentration (707 mg/m³) exceeded DGMS permissible limits.
1716192520,SEC-UG-L1,0.42,3,0.13,1.84,25.1,82.3,56,0,NORMAL: Environmental telemetry within statutory parameters.
1716192640,SEC-UG-L1,1.8,30,0.66,1.56,29.0,81.6,64,1,CRITICAL: Methane concentration (1.8%) exceeded statutory limit (1.25%) in SEC-UG-L1.
1716192760,SEC-MAGAZINE,0.1,8,0.25,1.0,34.1,75.9,110,0,NORMAL: Environmental telemetry within statutory parameters.
1716192880,SEC-WORKSHOP-3,0.09,4,0.19,2.04,24.6,87.8,125,0,NORMAL: Environmental telemetry within statutory parameters.
1716193000,SEC-CHP,0.09,12,0.34,0.96,31.0,64.3,83,0,NORMAL: Environmental telemetry within statutory parameters.
1716193120,SEC-HAUL-RD,0.06,11,0.16,3.11,34.0,78.4,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716193240,SEC-MAGAZINE,0.12,10,0.13,0.93,26.5,68.2,105,0,NORMAL: Environmental telemetry within statutory parameters.
1716193360,SEC-UG-L1,0.47,10,0.12,3.07,26.9,67.8,42,0,NORMAL: Environmental telemetry within statutory parameters.
1716193480,SEC-WORKSHOP-3,0.11,5,0.36,2.86,25.3,71.8,130,0,NORMAL: Environmental telemetry within statutory parameters.
1716193600,SEC-CHP,0.12,3,0.28,2.57,24.2,61.0,129,0,NORMAL: Environmental telemetry within statutory parameters.
1716193720,SEC-UG-L2,0.18,7,0.15,1.11,29.0,70.1,126,0,NORMAL: Environmental telemetry within statutory parameters.
1716193840,SEC-UG-L1,0.09,14,0.3,0.9,32.7,74.1,134,0,NORMAL: Environmental telemetry within statutory parameters.
1716193960,SEC-CRUSHER,0.05,7,0.2,0.81,24.7,80.0,140,0,NORMAL: Environmental telemetry within statutory parameters.
1716194080,SEC-HAUL-RD,0.13,10,0.22,1.75,25.1,75.0,109,0,NORMAL: Environmental telemetry within statutory parameters.
1716194200,SEC-UG-L1,0.39,8,0.38,1.02,34.2,79.2,122,0,NORMAL: Environmental telemetry within statutory parameters.
1716194320,SEC-PIT-B,0.08,12,0.09,3.07,32.6,74.9,109,0,NORMAL: Environmental telemetry within statutory parameters.
1716194440,SEC-PIT-B,0.04,6,0.33,2.58,27.2,77.4,140,0,NORMAL: Environmental telemetry within statutory parameters.
1716194560,SEC-CRUSHER,0.1,6,0.36,1.81,29.8,70.3,36,0,NORMAL: Environmental telemetry within statutory parameters.
1716194680,SEC-MAGAZINE,0.15,9,0.33,2.98,35.0,84.6,93,0,NORMAL: Environmental telemetry within statutory parameters.
1716194800,SEC-PIT-A,0.12,5,0.11,2.03,28.2,61.7,85,0,NORMAL: Environmental telemetry within statutory parameters.
1716194920,SEC-HAUL-RD,0.12,7,0.17,0.89,28.5,65.5,90,0,NORMAL: Environmental telemetry within statutory parameters.
1716195040,SEC-UG-L3,0.14,10,0.25,1.63,31.4,70.6,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716195160,SEC-WORKSHOP-3,0.13,9,0.12,2.92,25.0,87.1,50,0,NORMAL: Environmental telemetry within statutory parameters.
1716195280,SEC-UG-L3,0.25,7,0.36,2.57,30.4,69.0,118,0,NORMAL: Environmental telemetry within statutory parameters.
1716195400,SEC-UG-L1,0.3,19,0.27,3.09,32.5,86.6,103,0,NORMAL: Environmental telemetry within statutory parameters.
1716195520,SEC-HAUL-RD,0.11,12,0.36,1.15,32.3,85.4,65,0,NORMAL: Environmental telemetry within statutory parameters.
1716195640,SEC-PIT-B,0.1,9,0.16,1.28,33.3,84.8,78,0,NORMAL: Environmental telemetry within statutory parameters.
1716195760,SEC-UG-L3,0.54,8,0.35,2.4,30.1,66.3,81,0,NORMAL: Environmental telemetry within statutory parameters.
1716195880,SEC-UG-L3,0.52,4,0.32,1.38,32.1,70.2,45,0,NORMAL: Environmental telemetry within statutory parameters.
1716196000,SEC-MAGAZINE,0.04,7,0.19,1.92,28.5,79.3,128,0,NORMAL: Environmental telemetry within statutory parameters.
1716196120,SEC-UG-L3,0.45,15,0.26,2.95,35.4,80.2,137,0,NORMAL: Environmental telemetry within statutory parameters.
1716196240,SEC-CHP,0.08,6,0.21,2.15,28.5,86.1,69,0,NORMAL: Environmental telemetry within statutory parameters.
1716196360,SEC-HAUL-RD,0.08,4,0.21,2.97,24.9,69.6,51,0,NORMAL: Environmental telemetry within statutory parameters.
1716196480,SEC-CHP,1.85,34,0.76,1.03,33.4,65.2,62,1,CRITICAL: Methane concentration (1.85%) exceeded statutory limit (1.25%) in SEC-CHP.
1716196600,SEC-CRUSHER,0.08,8,0.25,1.75,26.1,83.9,92,0,NORMAL: Environmental telemetry within statutory parameters.
1716196720,SEC-UG-L2,0.62,31,1.12,0.19,27.1,70.8,120,1,ALERT: Air velocity dropped to 0.19 m/s (Statutory Minimum: 0.5 m/s).
1716196840,SEC-UG-L3,1.09,38,0.66,0.23,34.8,82.9,130,1,ALERT: Air velocity dropped to 0.23 m/s (Statutory Minimum: 0.5 m/s).
1716196960,SEC-UG-L3,0.49,9,0.3,0.93,28.7,78.4,107,0,NORMAL: Environmental telemetry within statutory parameters.
1716197080,SEC-WORKSHOP-3,0.15,3,0.09,2.35,25.4,86.3,128,0,NORMAL: Environmental telemetry within statutory parameters.
1716197200,SEC-CHP,0.06,4,0.1,2.55,25.1,86.1,92,0,NORMAL: Environmental telemetry within statutory parameters.
1716197320,SEC-UG-L3,0.15,11,0.3,1.22,33.2,67.3,99,0,NORMAL: Environmental telemetry within statutory parameters.
1716197440,SEC-WORKSHOP-3,0.16,10,0.36,2.87,24.3,74.8,826,1,ALERT: Airborne respirable dust concentration (826 mg/m³) exceeded DGMS permissible limits.
1716197560,SEC-CHP,0.13,6,0.35,1.91,30.6,71.2,51,0,NORMAL: Environmental telemetry within statutory parameters.
1716197680,SEC-CHP,0.06,3,0.11,2.99,33.5,85.9,117,0,NORMAL: Environmental telemetry within statutory parameters.
1716197800,SEC-CHP,0.13,11,0.1,3.03,27.7,74.5,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716197920,SEC-PIT-A,0.39,95,0.52,0.67,26.1,73.0,129,1,WARNING: Elevated Carbon Monoxide (95 ppm) detected. Probable spontaneous heating.
1716198040,SEC-UG-L2,0.05,12,0.15,2.18,25.4,85.7,136,0,NORMAL: Environmental telemetry within statutory parameters.
1716198160,SEC-CRUSHER,0.11,4,0.23,1.19,26.3,65.5,39,0,NORMAL: Environmental telemetry within statutory parameters.
1716198280,SEC-HAUL-RD,0.12,11,0.31,1.22,24.3,78.1,127,0,NORMAL: Environmental telemetry within statutory parameters.
1716198400,SEC-HAUL-RD,0.13,6,0.18,2.53,28.1,85.0,113,0,NORMAL: Environmental telemetry within statutory parameters.
1716198520,SEC-UG-L2,0.12,7,0.27,2.65,26.6,77.2,91,0,NORMAL: Environmental telemetry within statutory parameters.
1716198640,SEC-MAGAZINE,0.06,7,0.19,1.94,33.5,81.9,123,0,NORMAL: Environmental telemetry within statutory parameters.
1716198760,SEC-UG-L2,0.16,10,0.21,1.01,35.2,73.1,79,0,NORMAL: Environmental telemetry within statutory parameters.
1716198880,SEC-PIT-B,0.1,10,0.09,1.25,29.7,86.9,112,0,NORMAL: Environmental telemetry within statutory parameters.
1716199000,SEC-MAGAZINE,0.13,6,0.19,1.04,25.4,71.1,97,0,NORMAL: Environmental telemetry within statutory parameters.
1716199120,SEC-CHP,0.14,11,0.15,3.11,30.4,86.9,121,0,NORMAL: Environmental telemetry within statutory parameters.
1716199240,SEC-PIT-B,0.09,9,0.36,2.63,33.9,81.8,103,0,NORMAL: Environmental telemetry within statutory parameters.
1716199360,SEC-WORKSHOP-3,0.09,7,0.12,1.3,35.3,87.5,62,0,NORMAL: Environmental telemetry within statutory parameters.
1716199480,SEC-UG-L1,0.51,19,0.09,1.05,27.4,87.9,112,0,NORMAL: Environmental telemetry within statutory parameters.
1716199600,SEC-CHP,0.11,12,0.13,2.76,31.3,65.2,122,0,NORMAL: Environmental telemetry within statutory parameters.
1716199720,SEC-CHP,0.08,12,0.38,1.61,31.5,85.2,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716199840,SEC-UG-L2,0.36,18,0.34,1.39,25.3,61.6,117,0,NORMAL: Environmental telemetry within statutory parameters.
1716199960,SEC-CRUSHER,0.09,4,0.33,0.82,27.6,84.0,120,0,NORMAL: Environmental telemetry within statutory parameters.
1716200080,SEC-UG-L3,0.37,13,0.12,2.93,26.5,70.8,44,0,NORMAL: Environmental telemetry within statutory parameters.
1716200200,SEC-CRUSHER,0.1,7,0.28,1.35,29.4,70.2,127,0,NORMAL: Environmental telemetry within statutory parameters.
1716200320,SEC-PIT-B,0.07,10,0.09,1.56,24.8,64.9,107,0,NORMAL: Environmental telemetry within statutory parameters.
1716200440,SEC-PIT-B,0.09,7,0.1,2.16,27.9,72.0,121,0,NORMAL: Environmental telemetry within statutory parameters.
1716200560,SEC-PIT-A,0.11,12,0.3,2.22,30.8,72.6,62,0,NORMAL: Environmental telemetry within statutory parameters.
1716200680,SEC-WORKSHOP-3,0.06,10,0.32,2.75,26.9,72.2,37,0,NORMAL: Environmental telemetry within statutory parameters.
1716200800,SEC-UG-L1,0.08,18,0.11,2.55,25.7,62.1,46,0,NORMAL: Environmental telemetry within statutory parameters.
1716200920,SEC-UG-L2,0.42,16,0.35,2.29,30.1,78.1,94,0,NORMAL: Environmental telemetry within statutory parameters.
1716201040,SEC-CRUSHER,0.16,10,0.23,2.79,24.9,76.9,598,1,ALERT: Airborne respirable dust concentration (598 mg/m³) exceeded DGMS permissible limits.
1716201160,SEC-UG-L1,0.37,3,0.22,1.61,35.1,75.0,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716201280,SEC-WORKSHOP-3,0.09,6,0.33,3.05,31.9,85.2,115,0,NORMAL: Environmental telemetry within statutory parameters.
1716201400,SEC-UG-L3,0.35,15,0.18,1.25,31.7,82.0,100,0,NORMAL: Environmental telemetry within statutory parameters.
1716201520,SEC-CHP,0.05,3,0.13,2.21,33.7,81.7,80,0,NORMAL: Environmental telemetry within statutory parameters.
1716201640,SEC-WORKSHOP-3,0.07,7,0.25,1.89,29.5,79.9,71,0,NORMAL: Environmental telemetry within statutory parameters.
1716201760,SEC-PIT-A,0.15,10,0.2,1.54,32.8,73.9,120,0,NORMAL: Environmental telemetry within statutory parameters.
1716201880,SEC-UG-L3,0.34,12,0.35,1.01,26.3,84.9,139,0,NORMAL: Environmental telemetry within statutory parameters.
1716202000,SEC-CRUSHER,0.04,8,0.09,1.78,27.6,66.2,80,0,NORMAL: Environmental telemetry within statutory parameters.
1716202120,SEC-UG-L2,0.39,18,0.28,2.93,24.9,84.7,705,1,ALERT: Airborne respirable dust concentration (705 mg/m³) exceeded DGMS permissible limits.
1716202240,SEC-HAUL-RD,0.06,9,0.15,1.29,28.3,73.0,123,0,NORMAL: Environmental telemetry within statutory parameters.
1716202360,SEC-PIT-A,0.08,5,0.24,1.91,26.4,68.4,121,0,NORMAL: Environmental telemetry within statutory parameters.
1716202480,SEC-PIT-B,0.11,11,0.27,2.14,32.8,77.1,107,0,NORMAL: Environmental telemetry within statutory parameters.
1716202600,SEC-CHP,0.09,9,0.15,3.13,27.0,85.2,131,0,NORMAL: Environmental telemetry within statutory parameters.
1716202720,SEC-UG-L3,0.2,11,0.32,2.7,31.0,71.1,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716202840,SEC-HAUL-RD,0.12,6,0.33,3.07,27.2,72.6,68,0,NORMAL: Environmental telemetry within statutory parameters.
1716202960,SEC-UG-L2,0.18,16,0.16,2.06,33.6,79.6,121,0,NORMAL: Environmental telemetry within statutory parameters.
1716203080,SEC-UG-L1,0.06,13,0.23,1.11,29.5,86.2,127,0,NORMAL: Environmental telemetry within statutory parameters.
1716203200,SEC-HAUL-RD,0.1,11,0.25,3.04,26.9,62.9,47,0,NORMAL: Environmental telemetry within statutory parameters.
1716203320,SEC-PIT-A,0.12,10,0.12,2.46,33.9,81.3,49,0,NORMAL: Environmental telemetry within statutory parameters.
1716203440,SEC-WORKSHOP-3,0.14,11,0.18,1.49,33.0,70.4,125,0,NORMAL: Environmental telemetry within statutory parameters.
1716203560,SEC-WORKSHOP-3,0.05,5,0.09,0.82,27.2,72.1,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716203680,SEC-UG-L3,0.07,22,0.15,0.93,25.6,80.6,38,0,NORMAL: Environmental telemetry within statutory parameters.
1716203800,SEC-CHP,0.13,6,0.3,1.91,33.9,74.8,85,0,NORMAL: Environmental telemetry within statutory parameters.
1716203920,SEC-HAUL-RD,0.08,8,0.27,2.81,30.4,72.0,35,0,NORMAL: Environmental telemetry within statutory parameters.
1716204040,SEC-PIT-B,0.11,4,0.16,1.67,26.2,79.5,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716204160,SEC-CRUSHER,0.05,6,0.36,2.12,34.2,68.3,41,0,NORMAL: Environmental telemetry within statutory parameters.
1716204280,SEC-UG-L1,0.25,7,0.09,1.4,29.3,65.1,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716204400,SEC-CRUSHER,0.05,7,0.15,1.88,28.8,80.8,109,0,NORMAL: Environmental telemetry within statutory parameters.
1716204520,SEC-CRUSHER,0.1,3,0.09,2.7,27.6,79.8,118,0,NORMAL: Environmental telemetry within statutory parameters.
1716204640,SEC-UG-L1,0.18,21,0.37,1.17,31.5,78.1,138,0,NORMAL: Environmental telemetry within statutory parameters.
1716204760,SEC-WORKSHOP-3,0.07,10,0.16,3.18,26.4,68.9,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716204880,SEC-UG-L1,0.44,14,0.36,1.19,30.4,86.4,139,0,NORMAL: Environmental telemetry within statutory parameters.
1716205000,SEC-CRUSHER,0.06,8,0.3,2.61,25.8,65.6,132,0,NORMAL: Environmental telemetry within statutory parameters.
1716205120,SEC-MAGAZINE,0.11,6,0.08,0.84,28.6,87.8,77,0,NORMAL: Environmental telemetry within statutory parameters.
1716205240,SEC-UG-L2,0.05,3,0.15,1.41,29.1,80.6,94,0,NORMAL: Environmental telemetry within statutory parameters.
1716205360,SEC-PIT-B,0.09,10,0.19,2.76,33.8,64.0,91,0,NORMAL: Environmental telemetry within statutory parameters.
1716205480,SEC-WORKSHOP-3,0.08,8,0.15,2.6,27.2,70.4,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716205600,SEC-PIT-A,0.65,89,0.79,0.84,26.0,60.8,174,1,WARNING: Elevated Carbon Monoxide (89 ppm) detected. Probable spontaneous heating.
1716205720,SEC-UG-L3,0.52,7,0.09,2.1,24.8,87.2,93,0,NORMAL: Environmental telemetry within statutory parameters.
1716205840,SEC-HAUL-RD,0.13,3,0.11,2.52,31.6,63.7,55,0,NORMAL: Environmental telemetry within statutory parameters.
1716205960,SEC-PIT-A,0.05,9,0.35,1.42,29.3,81.7,104,0,NORMAL: Environmental telemetry within statutory parameters.
1716206080,SEC-PIT-B,0.09,10,0.18,1.43,31.2,83.3,48,0,NORMAL: Environmental telemetry within statutory parameters.
1716206200,SEC-UG-L1,0.07,14,0.27,1.35,25.8,79.0,91,0,NORMAL: Environmental telemetry within statutory parameters.
1716206320,SEC-UG-L1,0.48,5,0.13,1.56,33.2,76.4,40,0,NORMAL: Environmental telemetry within statutory parameters.
1716206440,SEC-CHP,0.12,7,0.29,3.0,32.5,86.5,127,0,NORMAL: Environmental telemetry within statutory parameters.
1716206560,SEC-WORKSHOP-3,0.06,12,0.31,0.98,25.1,62.4,58,0,NORMAL: Environmental telemetry within statutory parameters.
1716206680,SEC-PIT-A,0.09,11,0.09,2.47,30.4,82.6,123,0,NORMAL: Environmental telemetry within statutory parameters.
1716206800,SEC-HAUL-RD,1.73,16,0.73,1.28,33.2,86.1,49,1,CRITICAL: Methane concentration (1.73%) exceeded statutory limit (1.25%) in SEC-HAUL-RD.
1716206920,SEC-HAUL-RD,0.05,12,0.27,2.47,30.9,80.6,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716207040,SEC-PIT-B,0.06,5,0.35,3.07,26.9,66.2,130,0,NORMAL: Environmental telemetry within statutory parameters.
1716207160,SEC-WORKSHOP-3,0.04,7,0.12,1.07,28.3,69.0,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716207280,SEC-UG-L3,0.37,9,0.35,2.58,32.0,82.9,35,0,NORMAL: Environmental telemetry within statutory parameters.
1716207400,SEC-UG-L2,0.19,17,0.34,2.8,29.8,74.5,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716207520,SEC-MAGAZINE,0.14,3,0.16,0.85,24.1,70.5,56,0,NORMAL: Environmental telemetry within statutory parameters.
1716207640,SEC-CRUSHER,0.12,4,0.26,2.9,33.1,72.5,59,0,NORMAL: Environmental telemetry within statutory parameters.
1716207760,SEC-UG-L3,0.5,15,0.21,2.38,34.9,76.7,55,0,NORMAL: Environmental telemetry within statutory parameters.
1716207880,SEC-CHP,0.07,10,0.36,1.94,26.0,85.5,136,0,NORMAL: Environmental telemetry within statutory parameters.
1716208000,SEC-HAUL-RD,0.09,9,0.18,1.0,31.0,60.8,138,0,NORMAL: Environmental telemetry within statutory parameters.
1716208120,SEC-CHP,0.14,5,0.26,1.08,34.6,86.7,76,0,NORMAL: Environmental telemetry within statutory parameters.
1716208240,SEC-CRUSHER,0.06,8,0.17,2.4,28.6,72.2,109,0,NORMAL: Environmental telemetry within statutory parameters.
1716208360,SEC-WORKSHOP-3,0.13,9,0.13,2.29,31.6,86.7,72,0,NORMAL: Environmental telemetry within statutory parameters.
1716208480,SEC-PIT-A,0.05,7,0.27,0.86,30.3,62.7,120,0,NORMAL: Environmental telemetry within statutory parameters.
1716208600,SEC-UG-L2,0.15,20,0.31,0.9,30.6,83.8,69,0,NORMAL: Environmental telemetry within statutory parameters.
1716208720,SEC-UG-L2,0.12,5,0.13,1.16,33.0,70.4,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716208840,SEC-UG-L3,0.5,6,0.29,2.09,30.2,75.0,90,0,NORMAL: Environmental telemetry within statutory parameters.
1716208960,SEC-CRUSHER,0.04,12,0.11,1.58,30.2,70.9,106,0,NORMAL: Environmental telemetry within statutory parameters.
1716209080,SEC-UG-L3,0.47,3,0.09,1.73,34.7,85.6,107,0,NORMAL: Environmental telemetry within statutory parameters.
